fileName	Label	F0[Hz]	F1[Hz]	F2[Hz]	F1[Bark]	F2[Bark]
subj_59_tissif_Pre_27	I	320	363	1984	4	13
subj_59_tissif_Pre_35	I	288	512	2236	5	14
subj_5_kiggif_13_Post	I	246	464	1978	5	13
subj_5_kiggif_14_Post	I	239	461	2009	5	13
subj_5_kiggif_AF2_16	I	249	515	1464	5	11
subj_5_kiggif_AF2_5	I	267	523	1618	5	12
subj_5_kiggif_AF2_6	I	246	520	1475	5	11
subj_5_kiggif_MN1_1	I	297	598	1704	6	12
subj_5_kiggif_MN1_27	I	333	636	1605	6	11
subj_5_kiggif_MN1_43	I	305	653	1535	6	11
subj_5_kiggif_Pre_11	I	259	465	2072	5	13
subj_5_kiggif_Pre_19	I	253	478	1980	5	13
subj_5_kiggif_Pre_32	I	128	493	2018	5	13
subj_5_piffif_19_Post	I	245	483	1892	5	13
subj_5_piffif_30_Post	I	257	511	1967	5	13
subj_5_piffif_43_Post	I	266	478	1857	5	12
subj_5_piffif_AF2_13	I	258	556	1515	5	11
subj_5_piffif_AF2_38	I	274	527	1550	5	11
subj_5_piffif_AF2_49	I	256	509	1467	5	11
subj_5_piffif_MN1_26	I	293	584	1588	6	11
subj_5_piffif_MN1_39	I	324	647	1601	6	11
subj_5_piffif_MN1_6	I	323	658	1588	6	11
subj_5_piffif_Pre_23	I	128	491	1893	5	13
subj_5_piffif_Pre_5	I	244	482	1926	5	13
subj_5_piffif_Pre_9	I	267	500	1899	5	13
subj_5_tissif_32_Post	I	233	446	1892	4	13
subj_5_tissif_34_Post	I	246	477	1958	5	13
subj_5_tissif_5_Post	I	194	454	1898	5	13
subj_5_tissif_AF2_10	I	267	440	1319	4	10
subj_5_tissif_AF2_22	I	244	490	1584	5	11
subj_5_tissif_AF2_41	I	265	511	1333	5	10
subj_5_tissif_MN1_19	I	320	601	1548	6	11
subj_5_tissif_MN1_32	I	313	543	1794	5	12
subj_5_tissif_MN1_36	I	293	599	1484	6	11
subj_5_tissif_Pre_45	I	243	475	1902	5	13
subj_5_tissif_Pre_47	I	245	468	1922	5	13
subj_5_tissif_Pre_7	I	258	483	1967	5	13
subj_7_kiggif_30_Post	I	225	425	2613	4	15
subj_7_kiggif_3_Post	I	218	394	2385	4	14
subj_7_kiggif_9_Post	I	216	372	2264	4	14
subj_7_kiggif_AF2_44	I	222	403	2487	4	14
subj_7_kiggif_AF2_45	I	217	402	2403	4	14
subj_7_kiggif_AF2_51	I	207	411	2238	4	14
subj_7_kiggif_MN1_14	I	230	460	2168	5	13
subj_7_kiggif_MN1_43	I	229	448	2281	5	14
subj_7_kiggif_MN1_52	I	239	473	2124	5	13
subj_7_kiggif_Pre_20	I	249	486	2463	5	14
subj_7_kiggif_Pre_39	I	250	491	2302	5	14
subj_7_kiggif_Pre_51	I	234	449	2534	5	14
subj_7_piffif_20_Post	I	213	420	2288	4	14
subj_7_piffif_25_Post	I	216	421	2239	4	14
subj_7_piffif_7_Post	I	226	414	2231	4	14
subj_7_piffif_AF2_14	I	212	414	2102	4	13
subj_7_piffif_AF2_23	I	216	427	2367	4	14
subj_7_piffif_AF2_46	I	214	421	2139	4	13
subj_7_piffif_MN1_2	I	267	536	2119	5	13
subj_7_piffif_MN1_23	I	239	478	2092	5	13
subj_7_piffif_MN1_41	I	229	449	2014	5	13
subj_7_piffif_Pre_0	I	232	447	2189	4	13
subj_7_piffif_Pre_50	I	239	466	2226	5	14
subj_7_piffif_Pre_53	I	220	429	2254	4	14
subj_7_tissif_16_Post	I	199	379	2229	4	14
subj_7_tissif_37_Post	I	217	430	2301	4	14
subj_7_tissif_46_Post	I	211	414	2294	4	14
subj_7_tissif_AF2_22	I	235	462	2314	5	14
subj_7_tissif_AF2_37	I	217	406	2223	4	14
subj_7_tissif_AF2_52	I	215	425	2182	4	13
subj_7_tissif_MN1_12	I	216	452	2054	5	13
subj_7_tissif_MN1_19	I	227	456	2001	5	13
subj_7_tissif_MN1_21	I	225	459	2181	5	13
subj_7_tissif_Pre_1	I	223	426	2215	4	14
subj_7_tissif_Pre_8	I	245	479	2224	5	14
subj_7_tissif_Pre_9	I	237	466	2146	5	13
subj_9_kiggif_0_Post	I	274	497	2382	5	14
subj_9_kiggif_30_Post	I	240	398	2237	4	14
subj_9_kiggif_43_Post	I	248	747	2206	7	14
subj_9_kiggif_AF2_2	I	284	663	1862	6	12
subj_9_kiggif_AF2_42	I	282	826	1973	7	13
subj_9_kiggif_MN1_26	I	300	805	1759	7	12
subj_9_kiggif_MN1_3	I	279	894	1956	8	13
subj_9_kiggif_MN1_31	I	290	757	1617	7	11
subj_9_kiggif_Pre_18	I	256	540	2313	5	14
subj_9_kiggif_Pre_20	I	270	532	2413	5	14
subj_9_kiggif_Pre_38	I	278	531	2457	5	14
subj_9_piffif_45_Post	I	253	534	2199	5	14
subj_9_piffif_49_Post	I	259	512	2444	5	14
subj_9_piffif_9_Post	I	260	523	2191	5	14
subj_9_piffif_AF2_10	I	270	710	851	7	8
subj_9_piffif_AF2_50	I	271	545	1102	5	9
subj_9_piffif_MN1_14	I	321	866	1767	8	12
subj_9_piffif_MN1_19	I	292	830	1919	7	13
subj_9_piffif_MN1_27	I	291	724	1769	7	12
subj_9_piffif_Pre_1	I	275	535	2459	5	14
subj_9_piffif_Pre_36	I	272	316	2777	3	15
subj_9_tissif_17_Post	I	260	463	2156	5	13
subj_9_tissif_26_Post	I	248	485	2213	5	14
subj_9_tissif_3_Post	I	261	520	2158	5	13
subj_9_tissif_AF2_1	I	279	606	1904	6	13
subj_9_tissif_AF2_30	I	291	610	1674	6	11
subj_9_tissif_AF2_41	I	278	730	1943	7	13
subj_9_tissif_MN1_10	I	316	832	1791	7	12
subj_9_tissif_MN1_36	I	285	990	1970	8	13
subj_9_tissif_Pre_28	I	261	512	2291	5	14
subj_9_tissif_Pre_49	I	261	484	2344	5	14
subj_9_tissif_Pre_53	I	258	488	2286	5	14
